sentence university,hypothesis university,sentence text,hypothesis text,sentence nile,hypothesis nile,type,amibiguity,features,prediction
University of Illinois - Chicago,Rutgers University,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')","define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.33164465366421114, 3, 0, 2, 0, 0, 0, 1, 0, 4, 0, 0]",0
University of Illinois - Chicago,Rose-Hulman Institute of Technology,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')","define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 0.8105758531282533, 3, 0, 2, 0, 0, 0, 1, 0, 4, 0, 0]",0
University of Illinois - Chicago,Rose-Hulman Institute of Technology,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 2, 0, 1, 0, 1, 0, 4, 0, 0]",0
University of Illinois - Chicago,Missouri State University,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')","define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk') ",path,0,"[2, 1, 1440.0, 0, 1, 1, 0, 0, 2, 0, 2, 0, 1, 0, 1, 0, 4, 0, 0]",0
University of Illinois - Chicago,University of Washington,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",These network security changes include blocking traffic from the Internet into the UW network over FTP,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp') ,negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.39706554168812, 4, 0, 2, 0, 0, 0, 1, 2.797289379209447, 5, 0, 0]",0
University of Illinois - Chicago,University of Michigan - Ann Harbor,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls, and Custom Unit Firewalls","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')","define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall') ",path,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.6838447155998866, 3, 0, 2, 0, 0, 0, 1, 0, 4, 0, 4]",0
University of Illinois - Chicago,University of California - San Diego,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,path,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.6838447155998866, 3, 0, 2, 0, 0, 0, 1, 0, 4, 0, 1]",0
University of Illinois - Chicago,Brown University,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",define intent uniIntent: for endpoint('network') block service('NETBIOS'),negation,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.6838447155998866, 3, 0.0, 3, 0, 0, 0, 1, 0, 4, 0, 0]",0
University of Illinois - Chicago,Brown University,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",All network traffic passing in or out of Brown's network is monitored by an intrusion detection system for signs of compromises,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,path,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.6838447155998866, 3, 0, 2, 0, 0, 0, 1, 0, 4, 0, 1]",0
University of Illinois - Chicago,New York University,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","You may not run any services (e.g., FTP services, listservers, P2P file sharing servers, publishing files via generic file services, etc.) via NYU's ResNet or NYURoam wireless networks","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), service('listserver'), traffic('peer2peer')",negation,0,"[2, 1, 1440.0, 0, 2, 0, 0, 2.3910999630593612, 4, 0.0, 3, 0, 0, 1.0, 2, 2.797289379209447, 5, 0, 0]",0
University of Illinois - Chicago,Penn State University - University Park,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",Housing does not normally limit the amount of bandwidth,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",define intent uniIntent: for endpoint('dorms') unset bandwidth(),path,0,"[2, 1, 1440.0, 0, 1, 1, 0, 1.1955499815296806, 3, 0, 2, 0, 0, 0, 1, 0, 4, 0, 0]",0
University of Illinois - Chicago,Univeristy of Virginia,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","The UVA More Secure Network uses a firewall, a network security device designed to help protect your computer from hackers and other malicious people on the Internet.","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",define intent uniIntent: for endpoint('network') add middlebox('firewall'),path,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.6838447155998866, 3, 0, 2, 0, 0, 0, 1, 0, 4, 0, 1]",0
University of Illinois - Chicago,Univeristy of Virginia,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",define intent uniIntent: for endpoint('network') block traffic('H323 video conferencing'),negation,0,"[2, 1, 1440.0, 0, 0, 0, 1, 0.6838447155998866, 3, 0, 2, 0, 0, -0.07714801965620421, 2, 0, 4, 0, 0]",0
University of Illinois - Chicago,Univeristy of California - Davis,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",The UC Davis network is continually scanned for prohibited activities and network threats.,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),path,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.6838447155998866, 3, 0, 2, 0, 0, 0, 1, 0, 4, 0, 1]",0
Cornell University,University of Texas - Austin,Students have 200 GB of Free monthly usage,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')","define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",qos,0,"[4, 0, 1440.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
Cornell University,North Dakota State University,Students have 200 GB of Free monthly usage,Students have a quota of 5 GB per day The quota is reset at 6am,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')","define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",qos,1,"[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
Cornell University,Rutgers University,Students have 200 GB of Free monthly usage,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')","define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",qos,0,"[5, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
Cornell University,Rose-Hulman Institute of Technology,Students have 200 GB of Free monthly usage,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')","define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",qos,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
Cornell University,Rose-Hulman Institute of Technology,Students have 200 GB of Free monthly usage,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",qos,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
Cornell University,Missouri State University,Students have 200 GB of Free monthly usage,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')","define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk') ",qos,0,"[3, 0, 1440.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
Cornell University,University of Washington,Students have 200 GB of Free monthly usage,These network security changes include blocking traffic from the Internet into the UW network over FTP,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp') ,path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",0
Cornell University,University of Michigan - Ann Harbor,Students have 200 GB of Free monthly usage,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls, and Custom Unit Firewalls","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')","define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall') ",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4]",0
Cornell University,University of California - San Diego,Students have 200 GB of Free monthly usage,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",0
Cornell University,Brown University,Students have 200 GB of Free monthly usage,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",define intent uniIntent: for endpoint('network') block service('NETBIOS'),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0
Cornell University,Brown University,Students have 200 GB of Free monthly usage,All network traffic passing in or out of Brown's network is monitored by an intrusion detection system for signs of compromises,"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",0
Cornell University,New York University,Students have 200 GB of Free monthly usage,"You may not run any services (e.g., FTP services, listservers, P2P file sharing servers, publishing files via generic file services, etc.) via NYU's ResNet or NYURoam wireless networks","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), service('listserver'), traffic('peer2peer')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]",0
