sentence,hypothesis,features,amibiguity
"define intent stnIntent: for group('students') set bandwidth('max', '50', 'mbps')","define intent hypIntent: for group('students') set bandwidth('max', '80', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') allow service('Sony Playstation 2') traffic('social media') start hour('05:20') end hour('09:30'),define intent hypIntent: for group('dorms') allow traffic('social media') protocol('snmp') start hour('14:00') end hour('18:00'),"[3, 1, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 1.0, 2, 0, 1, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set quota('download', '7', 'gb/wk')","define intent hypIntent: for group('students') set quota('download', '8', 'gb/wk')","[3, 0, 1440.0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') block service('MSN chat') protocol('http') add middlebox('firewall'),define intent hypIntent: for group('students') allow traffic('file sharing') protocol('snmp') add middlebox('firewall'),"[4, 1, 1440.0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0.4132689516491251, 2, 1.0, 2]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') allow service('PC Telephone'),"define intent hypIntent: for group('students') block protocol('tcp'), protocol('dns')","[4, 1, 1440.0, 1, 0, 1, 1, 0, 2, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0]",1
"define intent stnIntent: for group('dorms') set quota('upload', '1', 'gb/wk')","define intent hypIntent: for group('residence hall') set quota('download', '9', 'gb/wk')","[5, 0, 1440.0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('students') allow traffic('email') protocol('POP3') start hour('10:10') end hour('17:10'),define intent hypIntent: for group('students') block traffic('file sharing') protocol('secure IMAP') start hour('10:00') end hour('16:30'),"[5, 1, 381.0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0.47112942478618297, 2, 0.39760574059525866, 2, 0, 0]",1
define intent stnIntent: for group('guests') remove middlebox('ids'),define intent hypIntent: for group('non registered users') add middlebox('load balancer'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0.2073898085501939, 2]",0
"define intent stnIntent: for group('guests') set bandwidth('min', '80', 'mbps')","define intent hypIntent: for group('guests') set bandwidth('max', '80', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('parental control'), middlebox('network border system')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') remove middlebox('load balancer'), middlebox('ids'), middlebox('dpi')","[3, 1, 1440.0, 1, 0, 0, 0, 1.8036481174100532, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.190149885396367, 5]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.63'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.73'),"[5, 1, 1440.0, 0, 0, 1, 0, 3.388529334286819, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('guests') add middlebox('firewall'), middlebox('unit firewall')","define intent hypIntent: for group('guest users') remove middlebox('overuse notification'), middlebox('ids'), middlebox('ips')","[5, 1, 1440.0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2.047130011663759, 5]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.17') set bandwidth('max', '30', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set bandwidth('max', '90', 'mbps')","[3, 0, 1440.0, 0, 0, 1, 0, 2.8782116836693237, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set quota('upload', '6', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.78') set quota('download', '7', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.4296275577496513, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('dorms') add middlebox('ids'),"define intent hypIntent: for group('student residence') remove middlebox('ids'), middlebox('copyright monitoring')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.2367156230630911, 3]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.75') set bandwidth('min', '50', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') add middlebox('parental control'), middlebox('unit firewall'), middlebox('overuse notification')","[3, 1, 1440.0, 0, 0, 1, 0, 3.2862011332027516, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') add middlebox('traffics monitor'), middlebox('load balancer'), middlebox('copyright monitoring')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.47') remove middlebox('load balancer'), middlebox('copyright monitoring')","[5, 1, 1440.0, 1, 0, 1, 0, 3.5819591495377994, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3.6422713924624763, 5]",1
"define intent stnIntent: for group('students') set quota('upload', '4', 'gb/wk')","define intent hypIntent: for group('bookman') set bandwidth('max', '20', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') allow service('Everquest') traffic('any'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') block service('AIM chat') protocol('snmp'),"[2, 1, 1440.0, 1, 0, 0, 1, 4.0, 4, 0.5051294001716338, 2, 0, 0, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: for group('students') set bandwidth('max', '30', 'mbps') start hour('02:20') end hour('10:10')","define intent hypIntent: for group('students') set bandwidth('min', '50', 'mbps') start hour('17:20') end hour('18:20')","[5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') allow service('Net2Phone'), service('facebook')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.40') block traffic('email'), traffic('social media')","[4, 1, 1440.0, 1, 0, 1, 1, 2.0714620011728573, 4, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0]",1
define intent stnIntent: for group('guests') remove middlebox('unit firewall'),define intent hypIntent: for group('guests') add middlebox('ids'),"[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0.2179047139805467, 2]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('load balancer'), middlebox('overuse notification') start hour('11:30') end hour('19:10')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.26') remove middlebox('load balancer'), middlebox('network border system') start hour('09:10') end hour('15:40')","[4, 1, 251.0, 1, 0, 1, 0, 1.7665609988825497, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.859070742303957, 4]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') add middlebox('unit firewall'),define intent stnIntent: for group('dorms') allow service('amazon prime video') traffic('streaming'),"[2, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]",0
"define intent stnIntent: for group('guests') set quota('upload', '9', 'gb/wk') start hour('10:40') end hour('16:20')","define intent hypIntent: for group('guests') set quota('any', '8', 'gb/wk') start hour('09:30') end hour('19:40')","[5, 0, 341.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('guests') set bandwidth('min', '20', 'mbps')","define intent hypIntent: for group('guests') set quota('upload', '4', 'gb/wk')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('dorms') add middlebox('overuse notification'), middlebox('network border system'), middlebox('ids')","define intent hypIntent: for group('dorms') remove middlebox('ips'), middlebox('overuse notification')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2.230243514802245, 5]",1
"define intent stnIntent: for group('students') set quota('upload', '3', 'gb/wk')","define intent stnIntent: for group('guests') add middlebox('traffics monitor'), middlebox('parental control'), middlebox('copyright monitoring')","[2, 1, 1440.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') add middlebox('load balancer'), middlebox('parental control') start hour('12:20') end hour('14:10')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') remove middlebox('load balancer'), middlebox('dpi')","[2, 1, 111.0, 1, 0, 0, 0, 4.0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.6403062621546414, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set quota('upload', '5', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.7') set quota('any', '1', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.030075876743088, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow traffic('email') protocol('POP3'),"define intent hypIntent: for group('guests') block protocol('tcp'), protocol('POP3')","[3, 1, 1440.0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 1, 1.3785888233170511, 3, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('traffics monitor'), middlebox('overuse notification'), middlebox('ips') start hour('03:00') end hour('12:30')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') remove middlebox('traffics monitor'), middlebox('dpi') start hour('16:40') end hour('17:00')","[3, 1, 0, 1, 0, 1, 0, 2.324147643969606, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.707678568311734, 5]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') allow traffic('email') protocol('https'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.90') block traffic('torrent') protocol('secure IMAP'),"[5, 1, 1440.0, 1, 0, 1, 1, 3.236017587221995, 4, 0, 0, 0, 0, 0.37419507299566923, 2, 0.4016032757546674, 2, 0, 0]",1
"define intent stnIntent: for group('guests') set quota('upload', '7', 'gb/wk')","define intent hypIntent: for group('guests') set bandwidth('max', '30', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('students') set bandwidth('min', '40', 'mbps')","define intent hypIntent: for group('students') set bandwidth('max', '50', 'mbps')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('19.16.1.1') add middlebox('firewall'), middlebox('traffics monitor'), middlebox('ids')",define intent stnIntent: for group('students') allow service('NETBIOS') traffic('any'),"[2, 1, 1440.0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 3]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.52') set quota('any', '5', 'gb/wk')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.16.53') set quota('any', '1', 'gb/wk')","[5, 0, 1440.0, 0, 0, 1, 0, 3.351693238603383, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('dorms') set quota('any', '2', 'gb/wk')",define intent stnIntent: for group('dorms') allow service('popcorn time') traffic('file sharing'),"[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0]",0
"define intent stnIntent: for group('dorms') add middlebox('parental control'), middlebox('firewall'), middlebox('unit firewall') start hour('09:10') end hour('16:30')","define intent hypIntent: for group('dorms') remove middlebox('dpi'), middlebox('parental control'), middlebox('network border system') start hour('11:40') end hour('16:00')","[5, 1, 261.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 3.530695135050171, 6]",1
"define intent stnIntent: for group('dorms') unset bandwidth('max', '60', 'mbps')","define intent hypIntent: for group('dorms') set quota('upload', '1', 'gb/wk')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.93') set bandwidth('min', '10', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') set bandwidth('max', '50', 'mbps')","[3, 0, 1440.0, 0, 0, 0, 0, 3.4668325190867484, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
define intent stnIntent: for group('students') add middlebox('dpi'),"define intent hypIntent: for group('students') add middlebox('dpi'), middlebox('load balancer')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.2143881186561918, 3]",0
"define intent stnIntent: for group('guests') set quota('any', '7', 'gb/wk')","define intent hypIntent: for group('guest') set quota('any', '4', 'gb/wk')","[5, 0, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') set quota('download', '1', 'gb/wk')","define intent hypIntent: for group('bookman') set bandwidth('max', '70', 'mbps')","[5, 1, 1440.0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') allow service('facebook'), service('file transfer') start hour('10:30') end hour('14:00')",define intent hypIntent: for group('guests') block traffic('file sharing') protocol('sftp') start hour('09:20') end hour('14:00'),"[5, 1, 211.0, 1, 1, 1, 1, 0, 0, 0, 2, 1, 2, 0, 1, 0, 1, 0, 0]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') add middlebox('load balancer'), middlebox('copyright monitoring') start hour('04:10') end hour('11:10')","define intent hypIntent: for group('students') remove middlebox('parental control'), middlebox('overuse notification') start hour('14:40') end hour('18:10')","[4, 1, 0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2.066217269299044, 4]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.86') add middlebox('load balancer'), middlebox('ips')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') remove middlebox('load balancer'), middlebox('overuse notification')","[3, 1, 1440.0, 1, 0, 1, 0, 3.192439651426129, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1.8022088029863603, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') allow service('Sorenson Videophone 200'), service('email') start hour('03:30') end hour('11:30')",define intent hypIntent: for group('students') block service('file transfer') traffic('email') start hour('15:40') end hour('17:20'),"[4, 1, 0, 1, 1, 1, 1, 0, 2, 0.870223823391155, 3, 0, 1, 0, 1, 0, 0, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') allow traffic('voip'), traffic('any')","define intent hypIntent: for group('guests') block traffic('gaming'), traffic('voip')","[3, 1, 1440.0, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1.3823469377321136, 4, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') set quota('any', '6', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.29.85') add middlebox('traffics monitor'), middlebox('parental control'), middlebox('ips')","[2, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3]",0
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.3') allow service('stremio') traffic('video conference'),define intent hypIntent: for group('students') block service('MSN audio') traffic('gaming'),"[4, 1, 1440.0, 1, 0, 1, 1, 0, 2, 0.37268403061205024, 2, 0, 1, 0.38055797678714665, 2, 0, 0, 0, 0]",1
"define intent stnIntent: for group('students') allow traffic('streaming'), traffic('any')","define intent hypIntent: for group('scholar') allow protocol('http'), protocol('scp')","[5, 1, 1440.0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 0]",0
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') add middlebox('unit firewall'), middlebox('overuse notification') start hour('08:10') end hour('18:30')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.74') remove middlebox('unit firewall'), middlebox('parental control') start hour('12:30') end hour('18:10')","[3, 1, 341.0, 1, 0, 1, 0, 3.1392127101864906, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2.4516378876204192, 4]",1
"define intent stnIntent: for group('guests') set quota('upload', '1', 'gb/wk') start hour('02:10') end hour('11:30')","define intent hypIntent: for group('guests') set quota('any', '5', 'gb/wk') start hour('14:30') end hour('15:40')","[5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",0
define intent stnIntent: for group('dorms') add middlebox('network border system'),"define intent hypIntent: for group('residence hall') remove middlebox('network border system'), middlebox('traffics monitor')","[5, 1, 1440.0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1.2391897791571598, 3]",1
define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') allow service('AIM chat') traffic('video conference') start hour('02:10') end hour('12:20'),define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.47') allow traffic('voip') protocol('https') start hour('16:10') end hour('17:20'),"[3, 1, 0, 0, 0, 0, 1, 3.0476586292088785, 4, 0, 1, 0, 0, 0.34711154524826604, 2, 0, 1, 0, 0]",0
"define intent stnIntent: for group('students') add middlebox('traffics monitor'), middlebox('firewall'), middlebox('dpi')","define intent hypIntent: for group('pupil') remove middlebox('firewall'), middlebox('parental control')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2.2758026643382627, 5]",1
"define intent stnIntent: for group('students') remove middlebox('unit firewall'), middlebox('ids'), middlebox('load balancer')","define intent hypIntent: for group('scholarly person') remove middlebox('parental control'), middlebox('firewall'), middlebox('network border system')","[5, 1, 1440.0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3.529136693019073, 6]",0
define intent stnIntent: for group('dorms') add middlebox('ids'),"define intent hypIntent: for group('dorms') remove middlebox('ids'), middlebox('ips'), middlebox('firewall')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1.7614569094306547, 4]",1
"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set bandwidth('max', '10', 'mbps')","define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.1.2') set quota('download', '6', 'gb/wk')","[3, 1, 1440.0, 0, 0, 0, 0, 3.487303773653733, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
"define intent stnIntent: for group('guests') add middlebox('network border system'), middlebox('unit firewall'), middlebox('load balancer')","define intent hypIntent: for group('visitors') remove middlebox('network border system'), middlebox('overuse notification')","[5, 1, 1440.0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3.763543738314355, 5]",1
